Episode,Observation,Action1,Action2
0,"[ 3.84993986e-01  4.16681522e-01  5.44359742e-01  1.00000000e+00
  9.35597235e-01  1.00000000e+00  5.44579223e-01  4.16767567e-01
  3.85019950e-01 -3.00597218e-01  7.90503921e-06 -2.19970571e-01
  3.84980057e-01  4.16674441e-01  5.44365261e-01  1.00000000e+00
  9.35592532e-01  1.00000000e+00  5.44584764e-01  4.16760494e-01
  3.85006028e-01  3.00597218e-01 -7.90503921e-06  2.26799065e-01
  4.45537692e-03 -6.82743752e-02  5.94150227e-01  5.85310952e-01]","[0, 0]","[0, 0]"
0,"[ 3.84994007e-01  4.16681285e-01  5.44358955e-01  1.00000000e+00
  9.35613558e-01  1.00000000e+00  5.44580012e-01  4.16767804e-01
  3.85019930e-01 -3.00613541e-01  7.92617681e-06 -2.19957733e-01
  3.84980077e-01  4.16674204e-01  5.44364473e-01  1.00000000e+00
  9.35608855e-01  1.00000000e+00  5.44585551e-01  4.16760731e-01
  3.85006007e-01  3.00613541e-01 -7.92617681e-06  2.26788432e-01
  4.45537692e-03 -6.82743752e-02  5.94150492e-01  5.85311221e-01]","[0, 0]","[0, 0]"
0,"[ 3.84994042e-01  4.16681199e-01  5.44358615e-01  1.00000000e+00
  9.35627819e-01  1.00000000e+00  5.44580354e-01  4.16767891e-01
  3.85019896e-01 -3.00627802e-01  7.96181197e-06 -2.19947164e-01
  3.84980111e-01  4.16674117e-01  5.44364132e-01  1.00000000e+00
  9.35623116e-01  1.00000000e+00  5.44585892e-01  4.16760817e-01
  3.85005972e-01  3.00627802e-01 -7.96181197e-06  2.26778495e-01
  4.45537692e-03 -6.82743752e-02  5.94150736e-01  5.85311469e-01]","[0, 0]","[0, 0]"
0,"[ 3.84994063e-01  4.16681106e-01  5.44358277e-01  1.00000000e+00
  9.35640466e-01  1.00000000e+00  5.44580693e-01  4.16767985e-01
  3.85019876e-01 -3.00640448e-01  7.98352681e-06 -2.19937721e-01
  3.84980132e-01  4.16674023e-01  5.44363793e-01  1.00000000e+00
  9.35635762e-01  1.00000000e+00  5.44586231e-01  4.16760911e-01
  3.85005951e-01  3.00640448e-01 -7.98352681e-06  2.26769757e-01
  4.45537692e-03 -6.82743752e-02  5.94150960e-01  5.85311696e-01]","[0, 0]","[0, 0]"
0,"[ 3.84994078e-01  4.16681010e-01  5.44357946e-01  1.00000000e+00
  9.35652035e-01  1.00000000e+00  5.44581025e-01  4.16768082e-01
  3.85019862e-01 -3.00652017e-01  7.99871782e-06 -2.19929041e-01
  3.84980146e-01  4.16673927e-01  5.44363461e-01  1.00000000e+00
  9.35647332e-01  1.00000000e+00  5.44586562e-01  4.16761006e-01
  3.85005937e-01  3.00652017e-01 -7.99871782e-06  2.26761806e-01
  4.45537692e-03 -6.82743752e-02  5.94151167e-01  5.85311906e-01]","[0, 0]","[0, 0]"
0,"[ 3.84994089e-01  4.16680915e-01  5.44357623e-01  1.00000000e+00
  9.35662892e-01  1.00000000e+00  5.44581349e-01  4.16768177e-01
  3.85019851e-01 -3.00662875e-01  8.01075344e-06 -2.19920871e-01
  3.84980157e-01  4.16673831e-01  5.44363137e-01  1.00000000e+00
  9.35658189e-01  1.00000000e+00  5.44586886e-01  4.16761102e-01
  3.85005925e-01  3.00662875e-01 -8.01075344e-06  2.26754370e-01
  4.45537692e-03 -6.82743752e-02  5.94151357e-01  5.85312099e-01]","[0, 0]","[0, 0]"
0,"[ 3.84994099e-01  4.16680820e-01  5.44357305e-01  1.00000000e+00
  9.35673310e-01  1.00000000e+00  5.44581668e-01  4.16768273e-01
  3.85019841e-01 -3.00673292e-01  8.02123109e-06 -2.19913017e-01
  3.84980167e-01  4.16673736e-01  5.44362818e-01  1.00000000e+00
  9.35668607e-01  1.00000000e+00  5.44587204e-01  4.16761196e-01
  3.85005915e-01  3.00673292e-01 -8.02123109e-06  2.26747250e-01
  4.45537692e-03 -6.82743752e-02  5.94151531e-01  5.85312276e-01]","[0, 0]","[0, 0]"
0,"[ 3.84994109e-01  4.16680726e-01  5.44356989e-01  1.00000000e+00
  9.35683494e-01  1.00000000e+00  5.44581985e-01  4.16768367e-01
  3.85019832e-01 -3.00683476e-01  8.03095440e-06 -2.19905331e-01
  3.84980175e-01  4.16673641e-01  5.44362502e-01  1.00000000e+00
  9.35678791e-01  1.00000000e+00  5.44587520e-01  4.16761291e-01
  3.85005906e-01  3.00683476e-01 -8.03095440e-06  2.26740299e-01
  4.45537692e-03 -6.82743752e-02  5.94151692e-01  5.85312439e-01]","[0, 0]","[0, 0]"
0,"[ 3.84994118e-01  4.16680632e-01  5.44356674e-01  1.00000000e+00
  9.35693601e-01  1.00000000e+00  5.44582301e-01  4.16768462e-01
  3.85019824e-01 -3.00693583e-01  8.04035547e-06 -2.19897699e-01
  3.84980184e-01  4.16673547e-01  5.44362186e-01  1.00000000e+00
  9.35688898e-01  1.00000000e+00  5.44587836e-01  4.16761385e-01
  3.85005897e-01  3.00693583e-01 -8.04035547e-06  2.26733405e-01
  4.45537692e-03 -6.82743752e-02  5.94151840e-01  5.85312589e-01]","[0, 0]","[0, 0]"
0,"[ 3.84994127e-01  4.16680537e-01  5.44356357e-01  1.00000000e+00
  9.35703752e-01  1.00000000e+00  5.44582620e-01  4.16768558e-01
  3.85019816e-01 -3.00703734e-01  8.04968411e-06 -2.19890034e-01
  3.84980192e-01  4.16673451e-01  5.44361868e-01  1.00000000e+00
  9.35699049e-01  1.00000000e+00  5.44588154e-01  4.16761480e-01
  3.85005888e-01  3.00703734e-01 -8.04968411e-06  2.26726484e-01
  4.45537692e-03 -6.82743752e-02  5.94151976e-01  5.85312727e-01]","[0, 0]","[0, 0]"
0,"[ 3.84994136e-01  4.16680441e-01  5.44356035e-01  1.00000000e+00
  9.35714040e-01  1.00000000e+00  5.44582942e-01  4.16768655e-01
  3.85019807e-01 -3.00714021e-01  8.05909559e-06 -2.19882265e-01
  3.84980201e-01  4.16673354e-01  5.44361546e-01  1.00000000e+00
  9.35709336e-01  1.00000000e+00  5.44588476e-01  4.16761577e-01
  3.85005880e-01  3.00714021e-01 -8.05909559e-06  2.26719470e-01
  4.45537692e-03 -6.82743752e-02  5.94152101e-01  5.85312855e-01]","[0, 0]","[0, 0]"
0,"[ 3.84994145e-01  4.16680343e-01  5.44355707e-01  1.00000000e+00
  9.35724537e-01  1.00000000e+00  5.44583271e-01  4.16768754e-01
  3.85019799e-01 -3.00724518e-01  8.06869358e-06 -2.19874341e-01
  3.84980210e-01  4.16673256e-01  5.44361218e-01  1.00000000e+00
  9.35719833e-01  1.00000000e+00  5.44588803e-01  4.16761675e-01
  3.85005871e-01  3.00724518e-01 -8.06869358e-06  2.26712312e-01
  4.45537692e-03 -6.82743752e-02  5.94152217e-01  5.85312971e-01]","[0, 0]","[0, 0]"
0,"[ 3.84994154e-01  4.16680243e-01  5.44355373e-01  1.00000000e+00
  9.35735302e-01  1.00000000e+00  5.44583606e-01  4.16768854e-01
  3.85019790e-01 -3.00735283e-01  8.07855196e-06 -2.19866217e-01
  3.84980218e-01  4.16673155e-01  5.44360883e-01  1.00000000e+00
  9.35730599e-01  1.00000000e+00  5.44589138e-01  4.16761775e-01
  3.85005861e-01  3.00735283e-01 -8.07855196e-06  2.26704969e-01
  4.45537692e-03 -6.82743752e-02  5.94152323e-01  5.85313079e-01]","[0, 0]","[0, 0]"
0,"[ 3.84994164e-01  4.16680140e-01  5.44355031e-01  1.00000000e+00
  9.35746384e-01  1.00000000e+00  5.44583950e-01  4.16768957e-01
  3.85019781e-01 -3.00746365e-01  8.08872710e-06 -2.19857858e-01
  3.84980228e-01  4.16673052e-01  5.44360539e-01  1.00000000e+00
  9.35741681e-01  1.00000000e+00  5.44589481e-01  4.16761877e-01
  3.85005852e-01  3.00746365e-01 -8.08872710e-06  2.26697407e-01
  4.45537692e-03 -6.82743752e-02  5.94152420e-01  5.85313178e-01]","[0, 0]","[0, 0]"
0,"[ 3.84994174e-01  4.16680035e-01  5.44354680e-01  1.00000000e+00
  9.35757822e-01  1.00000000e+00  5.44584302e-01  4.16769063e-01
  3.85019771e-01 -3.00757803e-01  8.09926330e-06 -2.19849234e-01
  3.84980237e-01  4.16672946e-01  5.44360188e-01  1.00000000e+00
  9.35753119e-01  1.00000000e+00  5.44589832e-01  4.16761983e-01
  3.85005842e-01  3.00757803e-01 -8.09926330e-06  2.26689599e-01
  4.45537692e-03 -6.82743752e-02  5.94152510e-01  5.85313269e-01]","[0, 0]","[0, 0]"
0,"[ 3.84994184e-01  4.16679928e-01  5.44354319e-01  1.00000000e+00
  9.35769651e-01  1.00000000e+00  5.44584664e-01  4.16769171e-01
  3.85019761e-01 -3.00769632e-01  8.11019684e-06 -2.19840322e-01
  3.84980247e-01  4.16672838e-01  5.44359826e-01  1.00000000e+00
  9.35764948e-01  1.00000000e+00  5.44590194e-01  4.16762090e-01
  3.85005831e-01  3.00769632e-01 -8.11019684e-06  2.26681520e-01
  4.45537692e-03 -6.82743752e-02  5.94152593e-01  5.85313353e-01]","[0, 0]","[0, 0]"
0,"[ 3.84994195e-01  4.16679817e-01  5.44353948e-01  1.00000000e+00
  9.35781900e-01  1.00000000e+00  5.44585036e-01  4.16769283e-01
  3.85019751e-01 -3.00781880e-01  8.12155943e-06 -2.19831099e-01
  3.84980257e-01  4.16672727e-01  5.44359454e-01  1.00000000e+00
  9.35777196e-01  1.00000000e+00  5.44590565e-01  4.16762201e-01
  3.85005821e-01  3.00781880e-01 -8.12155943e-06  2.26673150e-01
  4.45537692e-03 -6.82743752e-02  5.94152668e-01  5.85313430e-01]","[0, 0]","[0, 0]"
0,"[ 3.84994206e-01  4.16679703e-01  5.44353567e-01  1.00000000e+00
  9.35794596e-01  1.00000000e+00  5.44585419e-01  4.16769398e-01
  3.85019741e-01 -3.00794577e-01  8.13337984e-06 -2.19821544e-01
  3.84980268e-01  4.16672612e-01  5.44359072e-01  1.00000000e+00
  9.35789893e-01  1.00000000e+00  5.44590947e-01  4.16762315e-01
  3.85005809e-01  3.00794577e-01 -8.13337984e-06  2.26664470e-01
  4.45537692e-03 -6.82743752e-02  5.94152738e-01  5.85313501e-01]","[0, 0]","[0, 0]"
0,"[ 3.84994218e-01  4.16679586e-01  5.44353174e-01  1.00000000e+00
  9.35807766e-01  1.00000000e+00  5.44585813e-01  4.16769516e-01
  3.85019730e-01 -3.00807746e-01  8.14568479e-06 -2.19811639e-01
  3.84980279e-01  4.16672494e-01  5.44358678e-01  1.00000000e+00
  9.35803063e-01  1.00000000e+00  5.44591340e-01  4.16762433e-01
  3.85005798e-01  3.00807746e-01 -8.14568479e-06  2.26655462e-01
  4.45537692e-03 -6.82743752e-02  5.94152803e-01  5.85313566e-01]","[0, 0]","[0, 0]"
0,"[ 3.84994230e-01  4.16679465e-01  5.44352769e-01  1.00000000e+00
  9.35821433e-01  1.00000000e+00  5.44586219e-01  4.16769637e-01
  3.85019718e-01 -3.00821413e-01  8.15849886e-06 -2.19801367e-01
  3.84980291e-01  4.16672373e-01  5.44358272e-01  1.00000000e+00
  9.35816729e-01  1.00000000e+00  5.44591746e-01  4.16762553e-01
  3.85005786e-01  3.00821413e-01 -8.15849886e-06  2.26646109e-01
  4.45537692e-03 -6.82743752e-02  5.94152862e-01  5.85313626e-01]","[0, 0]","[0, 0]"
0,"[ 3.84994243e-01  4.16679341e-01  5.44352352e-01  1.00000000e+00
  9.35835620e-01  1.00000000e+00  5.44586638e-01  4.16769762e-01
  3.85019706e-01 -3.00835600e-01  8.17184614e-06 -2.19790710e-01
  3.84980303e-01  4.16672248e-01  5.44357854e-01  1.00000000e+00
  9.35830917e-01  1.00000000e+00  5.44592163e-01  4.16762678e-01
  3.85005773e-01  3.00835600e-01 -8.17184614e-06  2.26636395e-01
  4.45537692e-03 -6.82743752e-02  5.94152916e-01  5.85313682e-01]","[0, 0]","[0, 0]"
0,"[ 3.84994256e-01  4.16679213e-01  5.44351922e-01  1.00000000e+00
  9.35850351e-01  1.00000000e+00  5.44587069e-01  4.16769891e-01
  3.85019694e-01 -3.00850331e-01  8.18575055e-06 -2.19779651e-01
  3.84980315e-01  4.16672120e-01  5.44357424e-01  1.00000000e+00
  9.35845648e-01  1.00000000e+00  5.44592594e-01  4.16762806e-01
  3.85005760e-01  3.00850331e-01 -8.18575055e-06  2.26626303e-01
  4.45537692e-03 -6.82743752e-02  5.94152966e-01  5.85313732e-01]","[0, 0]","[0, 0]"
0,"[ 3.84994270e-01  4.16679082e-01  5.44351479e-01  1.00000000e+00
  9.35865649e-01  1.00000000e+00  5.44587513e-01  4.16770023e-01
  3.85019681e-01 -3.00865629e-01  8.20023607e-06 -2.19768175e-01
  3.84980329e-01  4.16671987e-01  5.44356980e-01  1.00000000e+00
  9.35860946e-01  1.00000000e+00  5.44593037e-01  4.16762938e-01
  3.85005746e-01  3.00865629e-01 -8.20023607e-06  2.26615819e-01
  4.45537692e-03 -6.82743752e-02  5.94153012e-01  5.85313779e-01]","[0, 0]","[0, 0]"
0,"[ 3.84994285e-01  4.16678946e-01  5.44351023e-01  1.00000000e+00
  9.35881538e-01  1.00000000e+00  5.44587971e-01  4.16770160e-01
  3.85019667e-01 -3.00881518e-01  8.21532691e-06 -2.19756262e-01
  3.84980342e-01  4.16671851e-01  5.44356522e-01  1.00000000e+00
  9.35876835e-01  1.00000000e+00  5.44593494e-01  4.16763074e-01
  3.85005732e-01  3.00881518e-01 -8.21532691e-06  2.26604923e-01
  4.45537692e-03 -6.82743752e-02  5.94153055e-01  5.85313822e-01]","[0, 0]","[0, 0]"
0,"[ 3.84994300e-01  4.16678806e-01  5.44350552e-01  1.00000000e+00
  9.35898042e-01  1.00000000e+00  5.44588444e-01  4.16770301e-01
  3.85019653e-01 -3.00898021e-01  8.23104730e-06 -2.19743897e-01
  3.84980356e-01  4.16671710e-01  5.44356050e-01  1.00000000e+00
  9.35893339e-01  1.00000000e+00  5.44593965e-01  4.16763213e-01
  3.85005717e-01  3.00898021e-01 -8.23104730e-06  2.26593602e-01
  4.45537692e-03 -6.82743752e-02  5.94153094e-01  5.85313862e-01]","[0, 0]","[0, 0]"
0,"[ 3.84994315e-01  4.16678662e-01  5.44350067e-01  1.00000000e+00
  9.35915184e-01  1.00000000e+00  5.44588930e-01  4.16770446e-01
  3.85019638e-01 -3.00915163e-01  8.24742157e-06 -2.19731061e-01
  3.84980371e-01  4.16671565e-01  5.44355564e-01  1.00000000e+00
  9.35910481e-01  1.00000000e+00  5.44594451e-01  4.16763358e-01
  3.85005701e-01  3.00915163e-01 -8.24742157e-06  2.26581836e-01
  4.45537692e-03 -6.82743752e-02  5.94153130e-01  5.85313898e-01]","[0, 0]","[0, 0]"
0,"[ 3.84994332e-01  4.16678514e-01  5.44349567e-01  1.00000000e+00
  9.35932989e-01  1.00000000e+00  5.44589432e-01  4.16770595e-01
  3.85019623e-01 -3.00932968e-01  8.26447422e-06 -2.19717737e-01
  3.84980387e-01  4.16671416e-01  5.44355063e-01  1.00000000e+00
  9.35928285e-01  1.00000000e+00  5.44594952e-01  4.16763506e-01
  3.85005685e-01  3.00932968e-01 -8.26447422e-06  2.26569610e-01
  4.45537692e-03 -6.82743752e-02  5.94153163e-01  5.85313932e-01]","[0, 0]","[0, 0]"
0,"[ 3.84994349e-01  4.16678361e-01  5.44349052e-01  1.00000000e+00
  9.35951482e-01  1.00000000e+00  5.44589949e-01  4.16770749e-01
  3.85019607e-01 -3.00951461e-01  8.28223057e-06 -2.19703907e-01
  3.84980403e-01  4.16671263e-01  5.44354546e-01  1.00000000e+00
  9.35946779e-01  1.00000000e+00  5.44595468e-01  4.16763659e-01
  3.85005669e-01  3.00951461e-01 -8.28223057e-06  2.26556906e-01
  4.45537692e-03 -6.82743752e-02  5.94153193e-01  5.85313963e-01]","[0, 0]","[0, 0]"
0,"[ 3.84994366e-01  4.16678204e-01  5.44348521e-01  1.00000000e+00
  9.35970690e-01  1.00000000e+00  5.44590482e-01  4.16770907e-01
  3.85019590e-01 -3.00970669e-01  8.30071671e-06 -2.19689551e-01
  3.84980420e-01  4.16671105e-01  5.44354014e-01  1.00000000e+00
  9.35965987e-01  1.00000000e+00  5.44596000e-01  4.16763816e-01
  3.85005651e-01  3.00970669e-01 -8.30071671e-06  2.26543704e-01
  4.45537692e-03 -6.82743752e-02  5.94153221e-01  5.85313991e-01]","[0, 0]","[0, 0]"
0,"[ 3.84994385e-01  4.16678042e-01  5.44347973e-01  1.00000000e+00
  9.35990641e-01  1.00000000e+00  5.44591032e-01  4.16771070e-01
  3.85019573e-01 -3.00990620e-01  8.31995943e-06 -2.19674650e-01
  3.84980437e-01  4.16670942e-01  5.44353465e-01  1.00000000e+00
  9.35985938e-01  1.00000000e+00  5.44596548e-01  4.16763978e-01
  3.85005633e-01  3.00990620e-01 -8.31995943e-06  2.26529986e-01
  4.45537692e-03 -6.82743752e-02  5.94153247e-01  5.85314017e-01]","[0, 0]","[0, 0]"
0,"[ 3.84994404e-01  4.16677876e-01  5.44347409e-01  1.00000000e+00
  9.36011363e-01  1.00000000e+00  5.44591598e-01  4.16771238e-01
  3.85019555e-01 -3.01011342e-01  8.33998618e-06 -2.19659184e-01
  3.84980455e-01  4.16670774e-01  5.44352900e-01  1.00000000e+00
  9.36006660e-01  1.00000000e+00  5.44597112e-01  4.16764145e-01
  3.85005614e-01  3.01011342e-01 -8.33998618e-06  2.26515731e-01
  4.45537692e-03 -6.82743752e-02  5.94153270e-01  5.85314041e-01]","[0, 0]","[0, 0]"
0,"[ 3.84994424e-01  4.16677704e-01  5.44346828e-01  1.00000000e+00
  9.36032886e-01  1.00000000e+00  5.44592181e-01  4.16771411e-01
  3.85019536e-01 -3.01032864e-01  8.36082504e-06 -2.19643130e-01
  3.84980474e-01  4.16670601e-01  5.44352318e-01  1.00000000e+00
  9.36028183e-01  1.00000000e+00  5.44597694e-01  4.16764317e-01
  3.85005594e-01  3.01032864e-01 -8.36082504e-06  2.26500919e-01
  4.45537692e-03 -6.82743752e-02  5.94153292e-01  5.85314063e-01]","[0, 0]","[0, 0]"
0,"[ 3.84994445e-01  4.16677527e-01  5.44346230e-01  1.00000000e+00
  9.36055240e-01  1.00000000e+00  5.44592781e-01  4.16771589e-01
  3.85019517e-01 -3.01055218e-01  8.38250462e-06 -2.19626467e-01
  3.84980494e-01  4.16670423e-01  5.44351717e-01  1.00000000e+00
  9.36050537e-01  1.00000000e+00  5.44598293e-01  4.16764494e-01
  3.85005573e-01  3.01055218e-01 -8.38250462e-06  2.26485528e-01
  4.45537692e-03 -6.82743752e-02  5.94153312e-01  5.85314083e-01]","[0, 0]","[0, 0]"
0,"[ 3.84994466e-01  4.16677346e-01  5.44345613e-01  1.00000000e+00
  9.36078458e-01  1.00000000e+00  5.44593400e-01  4.16771772e-01
  3.85019496e-01 -3.01078436e-01  8.40505402e-06 -2.19609173e-01
  3.84980514e-01  4.16670240e-01  5.44351099e-01  1.00000000e+00
  9.36073755e-01  1.00000000e+00  5.44598911e-01  4.16764676e-01
  3.85005552e-01  3.01078436e-01 -8.40505402e-06  2.26469536e-01
  4.45537692e-03 -6.82743752e-02  5.94153330e-01  5.85314102e-01]","[0, 0]","[0, 0]"
0,"[ 3.84994489e-01  4.16677159e-01  5.44344979e-01  1.00000000e+00
  9.36102573e-01  1.00000000e+00  5.44594038e-01  4.16771961e-01
  3.85019475e-01 -3.01102551e-01  8.42850284e-06 -2.19591222e-01
  3.84980536e-01  4.16670052e-01  5.44350463e-01  1.00000000e+00
  9.36097870e-01  1.00000000e+00  5.44599547e-01  4.16764864e-01
  3.85005530e-01  3.01102551e-01 -8.42850284e-06  2.26452918e-01
  4.45537692e-03 -6.82743752e-02  5.94153347e-01  5.85314119e-01]","[0, 0]","[0, 0]"
0,"[ 3.84994500e-01  4.16676977e-01  5.44344382e-01  1.00000000e+00
  9.36122470e-01  1.00000000e+00  5.44594637e-01  4.16772144e-01
  3.85019465e-01 -3.01122447e-01  8.44084230e-06 -2.19576275e-01
  3.84980546e-01  4.16669869e-01  5.44349864e-01  1.00000000e+00
  9.36117767e-01  1.00000000e+00  5.44600144e-01  4.16765046e-01
  3.85005519e-01  3.01122447e-01 -8.44084230e-06  2.26439348e-01
  4.45537692e-03 -6.82743752e-02  5.94153363e-01  5.85314135e-01]","[0, 0]","[0, 0]"
0,"[ 3.84994514e-01  4.16676838e-01  5.44343918e-01  1.00000000e+00
  9.36137282e-01  1.00000000e+00  5.44595102e-01  4.16772283e-01
  3.85019451e-01 -3.01137259e-01  8.45554475e-06 -2.19565117e-01
  3.84980560e-01  4.16669730e-01  5.44349400e-01  1.00000000e+00
  9.36132578e-01  1.00000000e+00  5.44600609e-01  4.16765184e-01
  3.85005505e-01  3.01137259e-01 -8.45554475e-06  2.26429279e-01
  4.45537692e-03 -6.82743752e-02  5.94153377e-01  5.85314150e-01]","[0, 0]","[0, 0]"
0,"[ 3.84994525e-01  4.16676720e-01  5.44343524e-01  1.00000000e+00
  9.36148590e-01  1.00000000e+00  5.44595497e-01  4.16772402e-01
  3.85019441e-01 -3.01148567e-01  8.46672156e-06 -2.19556526e-01
  3.84980570e-01  4.16669612e-01  5.44349005e-01  1.00000000e+00
  9.36143887e-01  1.00000000e+00  5.44601003e-01  4.16765303e-01
  3.85005494e-01  3.01148567e-01 -8.46672156e-06  2.26421666e-01
  4.45537692e-03 -6.82743752e-02  5.94153391e-01  5.85314163e-01]","[0, 0]","[0, 0]"
0,"[ 3.84994522e-01  4.16676638e-01  5.44343269e-01  1.00000000e+00
  9.36153263e-01  1.00000000e+00  5.44595752e-01  4.16772485e-01
  3.85019444e-01 -3.01153240e-01  8.46415021e-06 -2.19552802e-01
  3.84980567e-01  4.16669529e-01  5.44348750e-01  1.00000000e+00
  9.36148560e-01  1.00000000e+00  5.44601258e-01  4.16765385e-01
  3.85005497e-01  3.01153240e-01 -8.46415021e-06  2.26418693e-01
  4.45537692e-03 -6.82743752e-02  5.94153403e-01  5.85314175e-01]","[0, 0]","[0, 0]"
