episode,timestep,reward
1,4000,662.2296
3,8000,744.108
5,12000,747.77
7,16000,702.0674
9,20000,779.2659
11,24000,750.8698
13,28000,642.4102
15,32000,686.0505
17,36000,641.0617
19,40000,644.0847
