episode,timestep,reward
312,620000,-402979.9068
314,624000,-1054162.7716
316,628000,-239165.1521
318,632000,-22305.6965
320,636000,-1556.7238
322,640000,-961307.7922
324,644000,-1370.4396
326,648000,-1139959.8971
328,652000,-103498.5564
330,656000,-1239697.5702
332,660000,-126192.5668
334,664000,-1110479.9068
336,668000,-495501.9128
338,672000,-640979.9068
340,676000,-1067072.3503
342,680000,-748972.704
344,684000,-202960.2603
346,688000,-270738.0778
348,692000,-1076026.304
350,696000,-1719756.8898
352,700000,-115405.7244
354,704000,-78548.8397
356,708000,-469479.9068
358,712000,-1196887.8812
360,716000,-1023979.9068
362,720000,-997479.9068
364,724000,-1479.9068
366,728000,-167959.7461
368,732000,-1718979.9068
370,736000,-1461978.0952
372,740000,-919.8998
374,744000,-705519.981
376,748000,-469479.9068
378,752000,-426018.176
380,756000,-477213.3129
382,760000,-883869.9768
384,764000,-1235574.4445
386,768000,-2123979.9068
388,772000,-624979.9539
390,776000,-649479.9068
392,780000,-176718.3693
394,784000,-620016.5908
396,788000,-1479.9068
398,792000,-615979.9068
400,796000,-1243765.1427
402,800000,-231725.7503
404,804000,-667479.9068
406,808000,-105979.9068
408,812000,-130887.4856
410,816000,-112978.1165
412,820000,-1125.1302
414,824000,-1117464.2822
416,828000,-1414.172
418,832000,-108479.9068
420,836000,-1479.9068
422,840000,-105787.9951
424,844000,-1479.0487
426,848000,-1355.8964
428,852000,-846.1393
430,856000,-185979.903
432,860000,-1479.9068
434,864000,-76041.0164
436,868000,-711979.9068
438,872000,-546479.9068
440,876000,-641468.0973
442,880000,-612940.1319
444,884000,-22253.5297
446,888000,-1479.9068
448,892000,-347081.2009
450,896000,-533479.9068
452,900000,-512979.9068
454,904000,-1292.7048
456,908000,-883979.9068
458,912000,-1479.9068
460,916000,-44728.3488
462,920000,-4044.4271
464,924000,-1238979.9068
466,928000,-460963.7107
468,932000,-156457.3412
470,936000,-1349.0602
472,940000,-449479.9068
474,944000,-495979.9068
476,948000,-298815.9611
478,952000,-279291.2154
480,956000,-465979.9068
482,960000,-1478.3878
484,964000,-1479.9068
486,968000,-435317.5325
488,972000,-1674.094
490,976000,-655978.6952
492,980000,-531665.9218
494,984000,-544312.8311
496,988000,-284979.2222
498,992000,-8490.384
500,996000,-1623.463
502,1000000,-1694.8092
504,1004000,-1339.5619
506,1008000,-5978.7163
508,1012000,-561402.2728
510,1016000,-318823.6693
512,1020000,-81974.5701
514,1024000,-588051.9877
516,1028000,-418979.9068
518,1032000,-1173.8206
520,1036000,-325358.3475
522,1040000,-513482.2992
524,1044000,-810241.3836
526,1048000,-1463.409
528,1052000,-1477.9659
530,1056000,-830979.8704
532,1060000,-1478.4944
534,1064000,-1260460.8369
536,1068000,-752923.0312
538,1072000,-1490.8859
540,1076000,-522950.4519
542,1080000,-128619.9561
544,1084000,-494963.3609
546,1088000,-463479.9068
548,1092000,-1236.9215
550,1096000,-1293.2431
552,1100000,-1479.8592
554,1104000,-644481.4018
556,1108000,-34600.3506
558,1112000,-1458494.666
560,1116000,-1493.4243
562,1120000,-1352.698
564,1124000,-1076.9526
566,1128000,-455242.6435
568,1132000,-1170126.6622
570,1136000,-735531.6012
572,1140000,-1033971.6962
574,1144000,-1255181.5863
576,1148000,-2074921.0374
578,1152000,-118526.1659
580,1156000,-709889.7751
582,1160000,-1004772.1736
584,1164000,-252562.6667
586,1168000,-869.6381
588,1172000,-1490.6316
590,1176000,-583091.842
592,1180000,-555322.6165
594,1184000,-1028.405
596,1188000,-355979.7325
598,1192000,-1308.7035
600,1196000,-729112.4751
602,1200000,-542382.5599
604,1204000,-1073124.9411
606,1208000,-1483.9464
608,1212000,-145840.37
610,1216000,-2979.2275
612,1220000,-686556.0245
614,1224000,-579082.0912
616,1228000,-91650.7932
618,1232000,-59937.0658
620,1236000,-1478.0148
622,1240000,-462618.757
624,1244000,-454979.9068
626,1248000,-70541.971
628,1252000,-102479.5986
630,1256000,-1141.5577
632,1260000,-15979.9068
634,1264000,-1107644.1033
636,1268000,-177605.5284
638,1272000,-247035.2116
640,1276000,-991.7562
642,1280000,-1358.6577
644,1284000,-82479.6493
646,1288000,-392979.9068
648,1292000,-78979.1148
650,1296000,-140454.9851
652,1300000,-608815.7282
654,1304000,-1479.8515
656,1308000,-707637.8836
658,1312000,-1106.881
660,1316000,-1470.1035
662,1320000,-406437.0968
664,1324000,-1172.9018
666,1328000,-687545.9675
668,1332000,-1092.9586
670,1336000,-4897.8169
672,1340000,-1478.6326
674,1344000,-667228.8276
676,1348000,-866101.2287
678,1352000,-953881.7249
680,1356000,-1124.0016
682,1360000,-1115.7766
684,1364000,-1589.0313
686,1368000,-1242.9954
688,1372000,-1615859.3469
690,1376000,-43137.9003
692,1380000,-1414.7415
694,1384000,-257020.6999
696,1388000,-1204170.2275
698,1392000,-211148.9312
700,1396000,-855136.7206
702,1400000,-1600.9918
704,1404000,-401349.8456
706,1408000,-46666.0374
708,1412000,-1626.5308
710,1416000,-28146.1399
712,1420000,-219742.6292
714,1424000,-1395.8477
716,1428000,-846483.8446
718,1432000,-33748.5459
720,1436000,-850979.9068
722,1440000,-520927.4763
724,1444000,-1198.9815
726,1448000,-1001882.4949
728,1452000,-265996.4749
730,1456000,-565908.2705
732,1460000,-1089.4476
734,1464000,-1157.0956
736,1468000,-1372.6011
738,1472000,-343160.4709
740,1476000,-1455.9141
742,1480000,-1437880.7743
744,1484000,-761004.6244
746,1488000,-356152.0825
748,1492000,-1478.6338
750,1496000,-1059.1518
752,1500000,-547405.9758
754,1504000,-273681.5838
756,1508000,-49689.6604
758,1512000,-1409.7833
760,1516000,-674975.1876
762,1520000,-182157.3571
764,1524000,-513753.1198
766,1528000,-28979.7056
768,1532000,-1317.0373
770,1536000,-1351.0573
772,1540000,-1484.5318
774,1544000,-22466.4513
776,1548000,-1252.4145
778,1552000,-676529.7374
780,1556000,-1172979.9068
782,1560000,-1118.5416
784,1564000,-259723.1939
786,1568000,-150220.934
788,1572000,-110548.8487
790,1576000,-1504.3324
792,1580000,-442966.0645
794,1584000,-365043.5798
796,1588000,-622867.6052
798,1592000,-187709.9927
800,1596000,-1377.041
802,1600000,-1479.8105
804,1604000,-1399.2648
806,1608000,-689979.9068
808,1612000,-203350.4597
810,1616000,-64479.9068
812,1620000,-1454.7211
814,1624000,-858702.6499
816,1628000,-1479.6748
818,1632000,-334598.914
820,1636000,-153651.5529
822,1640000,-950431.902
824,1644000,-1562.7298
826,1648000,-48127.4116
828,1652000,-1174570.6944
830,1656000,-761871.1346
832,1660000,-923.8572
834,1664000,-1576.3363
836,1668000,-797610.1714
838,1672000,-433979.9529
840,1676000,-1480.1471
842,1680000,-73479.9068
844,1684000,-467281.8889
846,1688000,-435276.7989
848,1692000,-26799.3047
850,1696000,-58386.5728
852,1700000,-606675.5607
854,1704000,-32248.2823
856,1708000,-769031.6721
858,1712000,-143803.019
860,1716000,-1648.6763
862,1720000,-169100.3963
864,1724000,-1475.7169
866,1728000,-216176.407
868,1732000,-1144.3809
870,1736000,-430479.9068
872,1740000,-1508.8203
874,1744000,-281158.7774
876,1748000,-1234.4236
878,1752000,-32643.5952
880,1756000,-352464.732
882,1760000,-1479.9068
884,1764000,-1277378.0424
886,1768000,-796978.3371
888,1772000,-520643.4931
890,1776000,-465623.0415
892,1780000,-1541.3087
894,1784000,-332988.0495
896,1788000,-1208.8722
898,1792000,-1479.9068
900,1796000,-137667.3312
902,1800000,-781931.1164
904,1804000,-1479.9068
906,1808000,-1248614.7734
908,1812000,-479730.9232
910,1816000,-1479.3105
912,1820000,-1356448.2969
914,1824000,-458714.473
916,1828000,-1362479.9068
918,1832000,-104638.9395
920,1836000,-1176.2421
922,1840000,-954730.3627
924,1844000,-324390.5677
926,1848000,-1721107.3545
928,1852000,-1400.5916
930,1856000,-94118.4822
932,1860000,-1290.9403
934,1864000,-1451.2475
936,1868000,-1516564.6068
938,1872000,-1132316.7671
940,1876000,-344095.3697
942,1880000,-1354.0431
944,1884000,-734162.1747
946,1888000,-774979.8444
948,1892000,-1015.7057
950,1896000,-316700.7054
952,1900000,-1062.8234
954,1904000,-413478.511
956,1908000,-790617.5859
958,1912000,-1479.0255
960,1916000,-988.9376
962,1920000,-1417.9682
964,1924000,-222931.0977
966,1928000,-582933.993
968,1932000,-1260.1219
970,1936000,-729478.2788
972,1940000,-856281.727
974,1944000,-1489.4989
976,1948000,-135972.221
978,1952000,-1479.2947
980,1956000,-171229.3607
982,1960000,-1166.0759
984,1964000,-1212.0341
986,1968000,-1151.9861
988,1972000,-808666.9935
990,1976000,-1143.4678
992,1980000,-791824.2363
994,1984000,-547462.9965
996,1988000,-37464.6927
998,1992000,-363762.5189
1000,1996000,-699299.4037
1002,2000000,-282957.396
1004,2004000,-1137733.258
1006,2008000,-134549.3066
1008,2012000,-1937101.6769
1010,2016000,-27898.4525
1012,2020000,-1205687.7059
1014,2024000,-1164.5678
1016,2028000,-713420.5625
1018,2032000,-220500.6212
1020,2036000,-170795.9975
1022,2040000,-1255.8426
1024,2044000,-566319.1608
1026,2048000,-1090.9131
1028,2052000,-462532.9257
1030,2056000,-1077.5113
1032,2060000,-986881.7335
1034,2064000,-543178.3539
1036,2068000,-562267.6075
1038,2072000,-272356.3947
1040,2076000,-1225.5852
1042,2080000,-419718.6744
1044,2084000,-720809.814
1046,2088000,-221354.2133
1048,2092000,-116388.7912
1050,2096000,-517493.2747
1052,2100000,-593327.7436
1054,2104000,-255692.3529
1056,2108000,-1480448.0911
1058,2112000,-143370.0679
1060,2116000,-1286.101
1062,2120000,-707956.3806
1064,2124000,-1310.1314
1066,2128000,-137533.3332
1068,2132000,-44078.4355
1070,2136000,-51785.4293
1072,2140000,-1218235.9869
1074,2144000,-591057.5355
1076,2148000,-940995.3881
1078,2152000,-424847.9937
1080,2156000,-953010.9615
1082,2160000,-825.1065
1084,2164000,-1304.3774
1086,2168000,-641728.6311
1088,2172000,-643158.4888
1090,2176000,-1573.9561
1092,2180000,-1037.0866
1094,2184000,-1117.5098
1096,2188000,-495132.5322
1098,2192000,-1144.4397
1100,2196000,-949230.7952
1102,2200000,-115392.2945
1104,2204000,-225706.6337
1106,2208000,-86855.0509
1108,2212000,-444851.8691
1110,2216000,-1122.8057
1112,2220000,-802064.0536
1114,2224000,-1099.8016
1116,2228000,-1293.5767
1118,2232000,-108458.4924
1120,2236000,-59430.9854
1122,2240000,-463190.55
1124,2244000,-821.4092
1126,2248000,-826122.62
1128,2252000,-915.1488
1130,2256000,-239473.7974
1132,2260000,-1358863.9133
1134,2264000,-806173.6888
1136,2268000,-1562855.2981
1138,2272000,-468333.4006
1140,2276000,-718815.8841
1142,2280000,-697346.9578
1144,2284000,-1606539.9149
1146,2288000,-630034.9087
1148,2292000,-1483805.415
1150,2296000,-1527954.1963
1152,2300000,-1499.0228
1154,2304000,-1584108.0974
1156,2308000,-920933.5136
1158,2312000,-1388885.4271
1160,2316000,-1663657.7567
1162,2320000,-1574503.3288
1164,2324000,-2182329.9664
1166,2328000,-1506033.2853
1168,2332000,-589471.5212
1170,2336000,-1303836.966
1172,2340000,-365568.09
1174,2344000,-1194961.3648
1176,2348000,-33832.7434
1178,2352000,-1082.5685
1180,2356000,-1390321.1644
1182,2360000,-1491545.4228
1184,2364000,-706321.241
1186,2368000,-1372.0577
1188,2372000,-309315.8928
1190,2376000,-1029444.8748
1192,2380000,-524223.7403
1194,2384000,-508765.3276
1196,2388000,-15001.3437
1198,2392000,-129249.3524
1200,2396000,-1544261.7995
1202,2400000,-523258.3016
1204,2404000,-1594614.8289
1206,2408000,-1536286.5708
1208,2412000,-1203459.7951
1210,2416000,-709770.0599
1212,2420000,-915488.7822
1214,2424000,-753919.6022
1216,2428000,-805158.1532
1218,2432000,-857063.0797
1220,2436000,-88866.7887
1222,2440000,-858368.6751
1224,2444000,-1697955.868
1226,2448000,-911.7171
1228,2452000,-1579609.6033
1230,2456000,-691464.703
1232,2460000,-1786690.8027
1234,2464000,-868087.2902
1236,2468000,-1360.7495
1238,2472000,-858957.3283
1240,2476000,-883086.6634
1242,2480000,-808111.7863
1244,2484000,-1145629.5978
1246,2488000,-859017.392
1248,2492000,-1792328.0888
1250,2496000,-1158547.8088
1252,2500000,-689383.0159
1254,2504000,-1712175.3384
1256,2508000,-1710752.1196
1258,2512000,-1029938.9243
1260,2516000,-946544.1519
1262,2520000,-834122.7444
1264,2524000,-479336.6658
1266,2528000,-870627.3177
1268,2532000,-1393.2412
1270,2536000,-1193696.7384
1272,2540000,-1862735.3961
1274,2544000,-766398.1028
1276,2548000,-966420.7811
1278,2552000,-1568850.1444
1280,2556000,-833438.292
1282,2560000,-1434513.5012
1284,2564000,-1196507.8445
1286,2568000,-1134807.0915
1288,2572000,-852046.6947
1290,2576000,-1039474.3594
1292,2580000,-1699075.484
1294,2584000,-1259900.1176
1296,2588000,-876058.6219
1298,2592000,-1598306.6752
1300,2596000,-2003226.3221
1302,2600000,-1398805.0694
1304,2604000,-449334.1432
1306,2608000,-1601703.5704
1308,2612000,-280871.2295
1310,2616000,-181819.9928
1312,2620000,-1009135.3663
1314,2624000,-1376953.9552
1316,2628000,-843652.3176
1318,2632000,-1103406.9811
1320,2636000,-1579192.6284
1322,2640000,-1911184.4492
1324,2644000,-683008.2618
1326,2648000,-889362.0722
1328,2652000,-508328.5382
1330,2656000,-982959.0949
1332,2660000,-1348.6316
1334,2664000,-1527317.885
1336,2668000,-2172457.077
