episode,timestep,reward
1,4000,655.5882
3,8000,760.7374
5,12000,678.6359
7,16000,722.7855
9,20000,704.1244
11,24000,708.9303
13,28000,653.3584
15,32000,787.0774
17,36000,650.9024
19,40000,625.4285
