episode,timestep,reward
342,684000,59.0
342,684000,0.0
344,688000,1796.0
344,688000,358.0
346,692000,516.0
346,692000,207.0
348,696000,243.0
348,696000,165.0
350,700000,330.0
350,700000,172.0
353,704000,-238.0
353,704000,408.0
355,708000,151.0
355,708000,492.0
357,712000,20.0
357,712000,66.0
359,716000,104.0
359,716000,109.0
361,720000,211.0
361,720000,140.0
363,724000,21.0
363,724000,85.0
365,728000,349.0
365,728000,173.0
367,732000,329.0
367,732000,81.0
370,736000,-218.6667
370,736000,436.0
372,740000,612.0
372,740000,294.0
374,744000,217.0
374,744000,111.0
376,748000,161.0
376,748000,28.0
378,752000,77.0
378,752000,30.0
380,756000,94.0
380,756000,148.0
382,760000,80.0
382,760000,46.0
384,764000,183.0
384,764000,152.0
386,768000,88.0
386,768000,227.0
388,772000,106.0
388,772000,113.0
390,776000,146.0
390,776000,494.0
392,780000,139.0
392,780000,99.0
394,784000,275.0
394,784000,196.0
396,788000,292.0
396,788000,0.0
398,792000,763.0
398,792000,618.0
400,796000,100.0
400,796000,17.0
402,800000,101.0
402,800000,106.0
404,804000,92.0
404,804000,111.0
406,808000,177.0
406,808000,353.0
408,812000,460.0
408,812000,219.0
410,816000,203.0
410,816000,185.0
412,820000,0.0
412,820000,238.0
414,824000,82.0
414,824000,49.0
416,828000,124.0
416,828000,1025.0
418,832000,0.0
418,832000,76.0
420,836000,181.0
420,836000,933.0
422,840000,90.0
422,840000,56.0
424,844000,105.0
424,844000,0.0
426,848000,-1078.0
426,848000,1350.0
428,852000,470.0
428,852000,157.0
430,856000,54.0
430,856000,108.0
433,860000,507.3333
433,860000,-247.3333
435,864000,80.0
435,864000,176.0
437,868000,406.0
437,868000,223.0
439,872000,398.0
439,872000,380.0
441,876000,350.0
441,876000,109.0
443,880000,156.0
443,880000,91.0
445,884000,409.0
445,884000,478.0
447,888000,73.0
447,888000,172.0
449,892000,353.0
449,892000,653.0
451,896000,139.0
451,896000,80.0
453,900000,272.0
453,900000,257.0
455,904000,395.0
455,904000,419.0
457,908000,186.0
457,908000,563.0
459,912000,34.0
459,912000,42.0
461,916000,599.0
461,916000,27.0
463,920000,54.0
463,920000,90.0
465,924000,29.0
465,924000,158.0
467,928000,120.0
467,928000,73.0
469,932000,271.0
469,932000,282.0
471,936000,341.0
471,936000,481.0
473,940000,299.0
473,940000,190.0
475,944000,174.0
475,944000,204.0
477,948000,50.0
477,948000,83.0
479,952000,245.0
479,952000,195.0
481,956000,72.0
481,956000,102.0
483,960000,155.0
483,960000,45.0
485,964000,228.0
485,964000,521.0
487,968000,209.0
487,968000,54.0
489,972000,1369.0
489,972000,116.0
491,976000,78.0
491,976000,0.0
493,980000,478.0
493,980000,0.0
495,984000,1197.0
495,984000,313.0
497,988000,739.0
497,988000,417.0
499,992000,371.0
499,992000,113.0
501,996000,247.0
501,996000,997.0
503,1000000,338.0
503,1000000,234.0
505,1004000,110.0
505,1004000,458.0
507,1008000,132.0
507,1008000,173.0
509,1012000,519.0
509,1012000,226.0
511,1016000,200.0
511,1016000,442.0
513,1020000,602.0
513,1020000,61.0
515,1024000,131.0
515,1024000,103.0
517,1028000,95.0
517,1028000,688.0
519,1032000,189.0
519,1032000,231.0
521,1036000,250.0
521,1036000,108.0
523,1040000,101.0
523,1040000,94.0
525,1044000,80.0
525,1044000,98.0
527,1048000,151.0
527,1048000,348.0
529,1052000,25.0
529,1052000,191.0
531,1056000,395.0
531,1056000,251.0
533,1060000,297.0
533,1060000,195.0
535,1064000,142.0
535,1064000,726.0
537,1068000,152.0
537,1068000,182.0
539,1072000,148.0
539,1072000,103.0
541,1076000,-475.0
541,1076000,616.0
543,1080000,167.0
543,1080000,122.0
545,1084000,83.0
545,1084000,464.0
547,1088000,279.0
547,1088000,158.0
549,1092000,158.0
549,1092000,88.0
551,1096000,240.0
551,1096000,180.0
553,1100000,230.0
553,1100000,287.0
555,1104000,400.0
555,1104000,147.0
557,1108000,745.0
557,1108000,98.0
560,1112000,218.0
560,1112000,256.6667
562,1116000,15.0
562,1116000,56.0
564,1120000,-283.0
564,1120000,1509.0
566,1124000,58.0
566,1124000,522.0
568,1128000,337.0
568,1128000,139.0
570,1132000,178.0
570,1132000,153.0
573,1136000,-18.0
573,1136000,493.3333
575,1140000,-273.0
575,1140000,612.0
577,1144000,393.0
577,1144000,451.0
579,1148000,155.0
579,1148000,581.0
581,1152000,506.0
581,1152000,485.0
583,1156000,301.0
583,1156000,370.0
585,1160000,25.0
585,1160000,154.0
587,1164000,251.0
587,1164000,249.0
589,1168000,250.0
589,1168000,633.0
591,1172000,106.0
591,1172000,304.0
593,1176000,430.0
593,1176000,193.0
595,1180000,317.0
595,1180000,239.0
598,1184000,-568.0
598,1184000,749.3333
600,1188000,-447.0
600,1188000,575.0
603,1192000,24.6667
603,1192000,398.0
605,1196000,376.0
605,1196000,92.0
607,1200000,397.0
607,1200000,543.0
609,1204000,375.0
609,1204000,109.0
611,1208000,342.0
611,1208000,421.0
613,1212000,265.0
613,1212000,287.0
615,1216000,253.0
615,1216000,139.0
617,1220000,204.0
617,1220000,99.0
619,1224000,204.0
619,1224000,105.0
621,1228000,191.0
621,1228000,140.0
623,1232000,39.0
623,1232000,151.0
625,1236000,92.0
625,1236000,136.0
627,1240000,388.0
627,1240000,1736.0
629,1244000,117.0
629,1244000,106.0
631,1248000,420.0
631,1248000,196.0
633,1252000,722.0
633,1252000,260.0
635,1256000,157.0
635,1256000,17.0
637,1260000,58.0
637,1260000,236.0
639,1264000,344.0
639,1264000,479.0
641,1268000,314.0
641,1268000,764.0
643,1272000,304.0
643,1272000,450.0
645,1276000,316.0
645,1276000,328.0
647,1280000,193.0
647,1280000,148.0
649,1284000,17.0
649,1284000,67.0
651,1288000,99.0
651,1288000,312.0
653,1292000,38.0
653,1292000,49.0
655,1296000,72.0
655,1296000,437.0
657,1300000,107.0
657,1300000,252.0
659,1304000,234.0
659,1304000,660.0
661,1308000,680.0
661,1308000,210.0
663,1312000,153.0
663,1312000,1000.0
665,1316000,321.0
665,1316000,47.0
667,1320000,199.0
667,1320000,534.0
669,1324000,238.0
669,1324000,327.0
671,1328000,83.0
671,1328000,13.0
673,1332000,308.0
673,1332000,77.0
675,1336000,400.0
675,1336000,113.0
677,1340000,433.0
677,1340000,353.0
679,1344000,129.0
679,1344000,164.0
681,1348000,95.0
681,1348000,686.0
683,1352000,168.0
683,1352000,169.0
685,1356000,660.0
685,1356000,151.0
687,1360000,145.0
687,1360000,60.0
690,1364000,554.0
690,1364000,-83.3333
692,1368000,879.0
692,1368000,125.0
694,1372000,2150.0
694,1372000,-1723.0
696,1376000,23.0
696,1376000,117.0
698,1380000,360.0
698,1380000,395.0
700,1384000,502.0
700,1384000,99.0
702,1388000,119.0
702,1388000,527.0
704,1392000,88.0
704,1392000,61.0
706,1396000,221.0
706,1396000,323.0
708,1400000,461.0
708,1400000,227.0
710,1404000,287.0
710,1404000,146.0
712,1408000,842.0
712,1408000,493.0
714,1412000,182.0
714,1412000,527.0
716,1416000,160.0
716,1416000,56.0
718,1420000,89.0
718,1420000,673.0
720,1424000,1075.0
720,1424000,89.0
722,1428000,290.0
722,1428000,107.0
724,1432000,887.0
724,1432000,443.0
726,1436000,240.0
726,1436000,241.0
728,1440000,479.0
728,1440000,274.0
730,1444000,299.0
730,1444000,551.0
732,1448000,221.0
732,1448000,208.0
734,1452000,471.0
734,1452000,462.0
736,1456000,129.0
736,1456000,434.0
738,1460000,226.0
738,1460000,414.0
740,1464000,181.0
740,1464000,73.0
742,1468000,209.0
742,1468000,63.0
744,1472000,302.0
744,1472000,345.0
746,1476000,302.0
746,1476000,386.0
748,1480000,472.0
748,1480000,1039.0
750,1484000,756.0
750,1484000,798.0
752,1488000,245.0
752,1488000,340.0
754,1492000,262.0
754,1492000,245.0
756,1496000,235.0
756,1496000,145.0
758,1500000,700.0
758,1500000,985.0
760,1504000,831.0
760,1504000,402.0
762,1508000,256.0
762,1508000,362.0
764,1512000,243.0
764,1512000,415.0
766,1516000,486.0
766,1516000,295.0
768,1520000,291.0
768,1520000,548.0
770,1524000,323.0
770,1524000,383.0
772,1528000,367.0
772,1528000,610.0
774,1532000,258.0
774,1532000,305.0
776,1536000,296.0
776,1536000,830.0
778,1540000,7.0
778,1540000,253.0
780,1544000,-244.0
780,1544000,479.0
782,1548000,110.0
782,1548000,592.0
784,1552000,529.0
784,1552000,479.0
786,1556000,916.0
786,1556000,167.0
788,1560000,447.0
788,1560000,314.0
790,1564000,366.0
790,1564000,18.0
792,1568000,124.0
792,1568000,308.0
794,1572000,520.0
794,1572000,525.0
796,1576000,153.0
796,1576000,0.0
798,1580000,1292.0
798,1580000,121.0
800,1584000,557.0
800,1584000,406.0
802,1588000,288.0
802,1588000,93.0
804,1592000,151.0
804,1592000,90.0
806,1596000,111.0
806,1596000,196.0
808,1600000,259.0
808,1600000,39.0
810,1604000,767.0
810,1604000,148.0
812,1608000,334.0
812,1608000,29.0
814,1612000,67.0
814,1612000,415.0
816,1616000,719.0
816,1616000,596.0
818,1620000,208.0
818,1620000,232.0
820,1624000,136.0
820,1624000,270.0
822,1628000,561.0
822,1628000,299.0
824,1632000,263.0
824,1632000,633.0
826,1636000,473.0
826,1636000,539.0
828,1640000,105.0
828,1640000,126.0
830,1644000,1629.0
830,1644000,0.0
832,1648000,-404.0
832,1648000,631.0
834,1652000,429.0
834,1652000,208.0
836,1656000,41.0
836,1656000,512.0
838,1660000,844.0
838,1660000,9.0
840,1664000,1146.0
840,1664000,-844.0
842,1668000,69.0
842,1668000,308.0
844,1672000,342.0
844,1672000,264.0
846,1676000,203.0
846,1676000,180.0
848,1680000,728.0
848,1680000,29.0
850,1684000,318.0
850,1684000,50.0
852,1688000,289.0
852,1688000,53.0
854,1692000,271.0
854,1692000,360.0
856,1696000,230.0
856,1696000,211.0
858,1700000,96.0
858,1700000,252.0
860,1704000,269.0
860,1704000,113.0
862,1708000,182.0
862,1708000,76.0
864,1712000,269.0
864,1712000,139.0
866,1716000,368.0
866,1716000,122.0
868,1720000,2029.0
868,1720000,325.0
870,1724000,1242.0
870,1724000,24.0
872,1728000,179.0
872,1728000,0.0
874,1732000,183.0
874,1732000,206.0
876,1736000,913.0
876,1736000,141.0
878,1740000,774.0
878,1740000,91.0
881,1744000,537.3333
881,1744000,-116.0
883,1748000,341.0
883,1748000,1277.0
885,1752000,184.0
885,1752000,813.0
887,1756000,397.0
887,1756000,717.0
889,1760000,140.0
889,1760000,113.0
891,1764000,227.0
891,1764000,53.0
893,1768000,184.0
893,1768000,181.0
895,1772000,94.0
895,1772000,125.0
897,1776000,60.0
897,1776000,45.0
899,1780000,172.0
899,1780000,137.0
901,1784000,84.0
901,1784000,74.0
903,1788000,72.0
903,1788000,41.0
905,1792000,0.0
905,1792000,54.0
907,1796000,188.0
907,1796000,83.0
909,1800000,107.0
909,1800000,0.0
911,1804000,71.0
911,1804000,113.0
913,1808000,146.0
913,1808000,96.0
915,1812000,365.0
915,1812000,109.0
917,1816000,322.0
917,1816000,121.0
919,1820000,152.0
919,1820000,74.0
921,1824000,215.0
921,1824000,130.0
923,1828000,1102.0
923,1828000,586.0
925,1832000,379.0
925,1832000,116.0
927,1836000,622.0
927,1836000,28.0
929,1840000,83.0
929,1840000,272.0
931,1844000,711.0
931,1844000,166.0
933,1848000,1740.0
933,1848000,127.0
935,1852000,443.0
935,1852000,362.0
937,1856000,416.0
937,1856000,363.0
939,1860000,267.0
939,1860000,804.0
941,1864000,497.0
941,1864000,23.0
943,1868000,1586.0
943,1868000,248.0
945,1872000,282.0
945,1872000,98.0
947,1876000,296.0
947,1876000,2.0
949,1880000,398.0
949,1880000,471.0
951,1884000,75.0
951,1884000,187.0
953,1888000,209.0
953,1888000,559.0
955,1892000,178.0
955,1892000,168.0
957,1896000,1126.0
957,1896000,77.0
959,1900000,491.0
959,1900000,2.0
961,1904000,334.0
961,1904000,143.0
963,1908000,237.0
963,1908000,454.0
965,1912000,173.0
965,1912000,23.0
967,1916000,1168.0
967,1916000,312.0
969,1920000,3.0
969,1920000,102.0
971,1924000,196.0
971,1924000,18.0
973,1928000,455.0
973,1928000,493.0
975,1932000,273.0
975,1932000,11.0
977,1936000,493.0
977,1936000,109.0
979,1940000,90.0
979,1940000,52.0
981,1944000,237.0
981,1944000,92.0
983,1948000,397.0
983,1948000,200.0
985,1952000,668.0
985,1952000,426.0
988,1956000,-272.0
988,1956000,1430.6667
990,1960000,250.0
990,1960000,5.0
992,1964000,331.0
992,1964000,100.0
995,1968000,-151.3333
995,1968000,775.3333
997,1972000,314.0
997,1972000,249.0
999,1976000,57.0
999,1976000,34.0
1001,1980000,323.0
1001,1980000,204.0
1003,1984000,541.0
1003,1984000,0.0
1005,1988000,824.0
1005,1988000,187.0
1007,1992000,124.0
1007,1992000,148.0
1009,1996000,81.0
1009,1996000,39.0
1011,2000000,261.0
1011,2000000,145.0
1013,2004000,337.0
1013,2004000,162.0
1015,2008000,799.0
1015,2008000,385.0
1017,2012000,73.0
1017,2012000,99.0
1019,2016000,159.0
1019,2016000,110.0
1021,2020000,152.0
1021,2020000,93.0
1023,2024000,462.0
1023,2024000,501.0
1025,2028000,276.0
1025,2028000,31.0
1027,2032000,230.0
1027,2032000,75.0
1029,2036000,13.0
1029,2036000,29.0
1031,2040000,177.0
1031,2040000,115.0
1033,2044000,57.0
1033,2044000,0.0
1035,2048000,344.0
1035,2048000,114.0
1037,2052000,354.0
1037,2052000,512.0
1039,2056000,787.0
1039,2056000,750.0
1041,2060000,66.0
1041,2060000,86.0
1043,2064000,62.0
1043,2064000,403.0
1045,2068000,465.0
1045,2068000,0.0
1047,2072000,176.0
1047,2072000,81.0
1049,2076000,72.0
1049,2076000,30.0
1051,2080000,347.0
1051,2080000,0.0
1053,2084000,213.0
1053,2084000,174.0
1055,2088000,69.0
1055,2088000,85.0
1057,2092000,512.0
1057,2092000,284.0
1059,2096000,29.0
1059,2096000,33.0
1061,2100000,63.0
1061,2100000,43.0
1063,2104000,391.0
1063,2104000,133.0
1065,2108000,137.0
1065,2108000,22.0
1067,2112000,84.0
1067,2112000,13.0
1069,2116000,19.0
1069,2116000,106.0
1071,2120000,116.0
1071,2120000,54.0
1073,2124000,113.0
1073,2124000,71.0
1075,2128000,168.0
1075,2128000,21.0
1077,2132000,162.0
1077,2132000,114.0
1079,2136000,166.0
1079,2136000,54.0
1082,2140000,416.0
1082,2140000,-240.6667
1085,2144000,-256.0
1085,2144000,674.6667
1087,2148000,140.0
1087,2148000,335.0
1089,2152000,144.0
1089,2152000,0.0
1091,2156000,198.0
1091,2156000,266.0
1093,2160000,81.0
1093,2160000,136.0
1095,2164000,15.0
1095,2164000,90.0
1097,2168000,245.0
1097,2168000,105.0
1099,2172000,182.0
1099,2172000,12.0
1101,2176000,-94.0
1101,2176000,487.0
1103,2180000,75.0
1103,2180000,104.0
1105,2184000,261.0
1105,2184000,360.0
1107,2188000,219.0
1107,2188000,152.0
1109,2192000,267.0
1109,2192000,356.0
1111,2196000,1013.0
1111,2196000,455.0
1113,2200000,116.0
1113,2200000,148.0
1115,2204000,211.0
1115,2204000,70.0
1117,2208000,187.0
1117,2208000,189.0
1119,2212000,142.0
1119,2212000,90.0
1121,2216000,264.0
1121,2216000,74.0
1123,2220000,106.0
1123,2220000,369.0
1125,2224000,196.0
1125,2224000,0.0
1127,2228000,293.0
1127,2228000,100.0
1129,2232000,80.0
1129,2232000,38.0
1131,2236000,119.0
1131,2236000,108.0
1133,2240000,459.0
1133,2240000,35.0
1135,2244000,340.0
1135,2244000,121.0
1137,2248000,248.0
1137,2248000,109.0
1139,2252000,359.0
1139,2252000,171.0
1141,2256000,184.0
1141,2256000,28.0
1143,2260000,225.0
1143,2260000,99.0
1145,2264000,225.0
1145,2264000,56.0
1147,2268000,-179.0
1147,2268000,496.0
1150,2272000,364.0
1150,2272000,77.3333
1152,2276000,203.0
1152,2276000,292.0
1154,2280000,193.0
1154,2280000,315.0
1156,2284000,273.0
1156,2284000,165.0
1158,2288000,160.0
1158,2288000,289.0
1160,2292000,79.0
1160,2292000,224.0
1162,2296000,246.0
1162,2296000,92.0
1164,2300000,118.0
1164,2300000,76.0
1166,2304000,89.0
1166,2304000,115.0
1168,2308000,13.0
1168,2308000,67.0
1170,2312000,107.0
1170,2312000,28.0
1172,2316000,65.0
1172,2316000,90.0
1174,2320000,102.0
1174,2320000,178.0
1176,2324000,393.0
1176,2324000,376.0
1178,2328000,126.0
1178,2328000,28.0
1180,2332000,810.0
1180,2332000,48.0
1182,2336000,88.0
1182,2336000,132.0
1184,2340000,304.0
1184,2340000,274.0
1186,2344000,315.0
1186,2344000,215.0
1188,2348000,216.0
1188,2348000,167.0
1190,2352000,58.0
1190,2352000,261.0
1192,2356000,415.0
1192,2356000,62.0
1194,2360000,263.0
1194,2360000,65.0
1196,2364000,155.0
1196,2364000,18.0
1198,2368000,92.0
1198,2368000,34.0
1200,2372000,67.0
1200,2372000,47.0
1202,2376000,202.0
1202,2376000,45.0
1204,2380000,51.0
1204,2380000,231.0
1206,2384000,132.0
1206,2384000,76.0
1208,2388000,84.0
1208,2388000,217.0
1210,2392000,90.0
1210,2392000,20.0
1212,2396000,167.0
1212,2396000,18.0
1214,2400000,29.0
1214,2400000,54.0
1216,2404000,68.0
1216,2404000,53.0
1218,2408000,265.0
1218,2408000,167.0
1220,2412000,414.0
1220,2412000,96.0
1222,2416000,139.0
1222,2416000,161.0
1224,2420000,71.0
1224,2420000,78.0
1226,2424000,279.0
1226,2424000,536.0
1228,2428000,212.0
1228,2428000,822.0
1230,2432000,365.0
1230,2432000,97.0
1232,2436000,275.0
1232,2436000,134.0
