episode,timestep,reward
1,4000,941.7568
3,8000,938.5836
5,12000,942.4282
7,16000,932.4105
9,20000,935.7433
11,24000,934.4236
13,28000,949.524
15,32000,933.3882
17,36000,943.741
19,40000,934.6461
21,44000,924.7083
23,48000,945.1032
25,52000,943.0411
27,56000,928.9928
29,60000,932.6599
31,64000,934.5758
33,68000,929.6096
35,72000,934.1031
37,76000,931.5687
