Episode,Observation,Action1,Action2
1,"[ 3.84954314e-01  4.14010843e-01  5.36090006e-01  9.69614956e-01
  9.22656858e-01  9.92299422e-01  5.53244467e-01  4.19573276e-01
  3.85151405e-01 -2.87545829e-01 -7.86903950e-05 -3.21454267e-01
  3.84967343e-01  4.16349247e-01  5.43366126e-01  1.00000000e+00
  9.23974030e-01  9.99275712e-01  5.45591121e-01  4.17088481e-01
  3.85020769e-01  2.88976887e-01  6.61439220e-06  2.20852701e-01
 -6.38608354e-02 -7.84537788e-02  5.27859613e-01  6.54270683e-01]","[1, 0]","[1, 0]"
1,"[ 3.84916334e-01  4.13394910e-01  5.34258874e-01  9.61952973e-01
  9.22066003e-01  9.90286352e-01  5.55269542e-01  4.20255508e-01
  3.85234069e-01 -2.86901449e-01 -1.39070635e-04 -3.18735528e-01
  3.84966653e-01  4.16345033e-01  5.43354240e-01  9.99942376e-01
  9.23054433e-01  9.98272857e-01  5.45603203e-01  4.17092787e-01
  3.85021533e-01  2.88057253e-01  7.40464702e-06  2.21428611e-01
 -6.38608354e-02 -7.84537788e-02  5.27859966e-01  6.54270967e-01]","[1, 0]","[1, 0]"
1,"[ 3.84885864e-01  4.13492756e-01  5.34619720e-01  9.63586178e-01
  9.21411455e-01  9.89895960e-01  5.54863158e-01  4.20142025e-01
  3.85253573e-01 -2.86260117e-01 -1.64094160e-04 -3.20304587e-01
  3.84968580e-01  4.16353093e-01  5.43375767e-01  9.98935642e-01
  9.22138366e-01  9.97296455e-01  5.45581499e-01  4.17084692e-01
  3.85019595e-01  2.87141257e-01  5.53642247e-06  2.21943073e-01
 -6.38608354e-02 -7.84537788e-02  5.27860290e-01  6.54271228e-01]","[1, 0]","[1, 0]"
1,"[ 3.84859419e-01  4.13706065e-01  5.35330235e-01  9.66697647e-01
  9.20824371e-01  9.89843585e-01  5.54071872e-01  4.19901036e-01
  3.85260961e-01 -2.85695911e-01 -1.81038902e-04 -3.22453777e-01
  3.84966245e-01  4.16333638e-01  5.43319190e-01  9.97958932e-01
  9.21199221e-01  9.96240252e-01  5.45638803e-01  4.17104423e-01
  3.85022125e-01  2.86201930e-01  8.03320393e-06  2.22619303e-01
 -6.38608354e-02 -7.84537788e-02  5.27860588e-01  6.54271469e-01]","[1, 0]","[1, 0]"
1,"[ 3.85029383e-01  4.13075577e-01  5.33057579e-01  9.56502129e-01
  9.20096604e-01  9.87118001e-01  5.56637411e-01  4.20631937e-01
  3.85161239e-01 -2.84884191e-01 -4.63076539e-05 -3.19363394e-01
  3.84964997e-01  4.16317214e-01  5.43269998e-01  9.96824707e-01
  9.20118864e-01  9.95035864e-01  5.45688682e-01  4.17121111e-01
  3.85023566e-01  2.85121408e-01  9.45180703e-06  2.23371335e-01
 -6.38608354e-02 -7.84537788e-02  5.27860862e-01  6.54271690e-01]","[1, 0]","[1, 0]"
1,"[ 3.85208246e-01  4.12453205e-01  5.30806496e-01  9.46500635e-01
  9.19388500e-01  9.84414891e-01  5.59254706e-01  4.21379878e-01
  3.85070705e-01 -2.84070694e-01  8.82522446e-05 -3.16263326e-01
  3.84960747e-01  4.16293516e-01  5.43203899e-01  9.95649628e-01
  9.18991962e-01  9.93771609e-01  5.45755689e-01  4.17145150e-01
  3.85028055e-01  2.83994281e-01  1.38989782e-05  2.24187727e-01
 -6.38608354e-02 -7.84537788e-02  5.27861115e-01  6.54271894e-01]","[1, 0]","[1, 0]"
1,"[ 3.85292945e-01  4.11917319e-01  5.29009684e-01  9.38797281e-01
  9.18685716e-01  9.82168405e-01  5.61388624e-01  4.22031205e-01
  3.85066356e-01 -2.83272240e-01  1.32660262e-04 -3.13884343e-01
  3.84954486e-01  4.16269302e-01  5.43140191e-01  9.94428674e-01
  9.17826480e-01  9.92469703e-01  5.45820288e-01  4.17169700e-01
  3.85034551e-01  2.82828582e-01  2.03572751e-05  2.25028328e-01
 -6.38608354e-02 -7.84537788e-02  5.27861347e-01  6.54272081e-01]","[1, 0]","[1, 0]"
1,"[ 3.85295922e-01  4.11110295e-01  5.26551267e-01  9.28733680e-01
  9.18161716e-01  9.79677469e-01  5.64361858e-01  4.23014179e-01
  3.85183453e-01 -2.82605314e-01  7.55285996e-05 -3.09808559e-01
  3.84959147e-01  4.16209873e-01  5.42944007e-01  9.93224936e-01
  9.16573192e-01  9.90960995e-01  5.46019676e-01  4.17230262e-01
  3.85030681e-01  2.81574417e-01  1.61754351e-05  2.26172755e-01
 -6.38608354e-02 -7.84537788e-02  5.27861561e-01  6.54272254e-01]","[1, 0]","[1, 0]"
1,"[ 3.85283496e-01  4.10170206e-01  5.23733536e-01  9.17397902e-01
  9.17715465e-01  9.76993683e-01  5.67870218e-01  4.24190047e-01
  3.85355842e-01 -2.81968810e-01 -1.69096000e-05 -3.04834990e-01
  3.84951118e-01  4.16180092e-01  5.42866340e-01  9.91899758e-01
  9.15303770e-01  9.89538380e-01  5.46098622e-01  4.17260515e-01
  3.85039032e-01  2.80304684e-01  2.44525364e-05  2.27114959e-01
 -6.38608354e-02 -7.84537788e-02  5.27861757e-01  6.54272412e-01]","[1, 0]","[1, 0]"
1,"[ 3.85195470e-01  4.09466045e-01  5.21778570e-01  9.09863819e-01
  9.17196335e-01  9.74987468e-01  5.70349638e-01  4.25072844e-01
  3.85562556e-01 -2.81308871e-01 -1.64210014e-04 -3.01548678e-01
  3.84950123e-01  4.16184383e-01  5.42881812e-01  9.90539227e-01
  9.14060118e-01  9.88206608e-01  5.46082947e-01  4.17256188e-01
  3.85040017e-01  2.79061118e-01  2.55296450e-05  2.27872664e-01
 -6.38608354e-02 -7.84537788e-02  5.27861938e-01  6.54272558e-01]","[1, 0]","[1, 0]"
1,"[ 3.85089441e-01  4.09407560e-01  5.21797671e-01  9.10260128e-01
  9.16647380e-01  9.74532999e-01  5.70295984e-01  4.25119210e-01
  3.85657580e-01 -2.80773504e-01 -2.64677958e-04 -3.02250213e-01
  3.84945708e-01  4.16156939e-01  5.42804312e-01  9.89179594e-01
  9.12755617e-01  9.86742534e-01  5.46161830e-01  4.17284141e-01
  3.85044785e-01  2.77756272e-01  3.02101388e-05  2.28847826e-01
 -6.38608354e-02 -7.84537788e-02  5.27862105e-01  6.54272693e-01]","[1, 0]","[1, 0]"
1,"[ 3.84967567e-01  4.09824882e-01  5.23277001e-01  9.16537095e-01
  9.15927964e-01  9.75069334e-01  5.68370004e-01  4.24549190e-01
  3.85673359e-01 -2.80180791e-01 -3.33498734e-04 -3.06116782e-01
  3.84938830e-01  4.16123511e-01  5.42712917e-01  9.87810689e-01
  9.11435403e-01  9.85253767e-01  5.46254890e-01  4.17318173e-01
  3.85052077e-01  2.76435642e-01  3.73858304e-05  2.29865545e-01
 -6.38608354e-02 -7.84537788e-02  5.27862258e-01  6.54272816e-01]","[1, 0]","[1, 0]"
1,"[ 3.84727650e-01  4.10004469e-01  5.24263164e-01  9.21243039e-01
  9.15039067e-01  9.75157640e-01  5.67069167e-01  4.24261584e-01
  3.85834908e-01 -2.79385625e-01 -5.34156853e-04 -3.09072064e-01
  3.84934557e-01  4.16105329e-01  5.42664265e-01  9.86337043e-01
  9.10045954e-01  9.83719720e-01  5.46304494e-01  4.17336719e-01
  3.85056604e-01  2.75045975e-01  4.18815939e-05  2.30854756e-01
 -6.38608354e-02 -7.84537788e-02  5.27862399e-01  6.54272930e-01]","[1, 1]","[1, 0]"
1,"[ 3.84536948e-01  4.10281678e-01  5.25457083e-01  9.26672731e-01
  9.14142159e-01  9.75343934e-01  5.65543748e-01  4.23870777e-01
  3.85945249e-01 -2.78584658e-01 -6.84674566e-04 -3.12512231e-01
  3.84905444e-01  4.16026616e-01  5.42474778e-01  9.84949438e-01
  9.08662209e-01  9.82112429e-01  5.46497387e-01  4.17416629e-01
  3.85086484e-01  2.73661408e-01  7.14717423e-05  2.32113985e-01
 -6.38608354e-02 -7.84537788e-02  5.27862529e-01  6.54273035e-01]","[1, 1]","[1, 0]"
1,"[ 3.84564206e-01  4.10653306e-01  5.26533698e-01  9.30972896e-01
  9.13399009e-01  9.75364627e-01  5.64231293e-01  4.23418717e-01
  3.85864667e-01 -2.77905145e-01 -6.30861474e-04 -3.15791000e-01
  3.84898307e-01  4.16014132e-01  5.42449734e-01  9.83455421e-01
  9.07273475e-01  9.80600195e-01  5.46522914e-01  4.17429315e-01
  3.85093759e-01  2.72272593e-01  7.87735804e-05  2.33074009e-01
 -6.38608354e-02 -7.84537788e-02  5.27862648e-01  6.54273131e-01]","[1, 1]","[1, 0]"
1,"[ 3.84629033e-01  4.10933835e-01  5.27264791e-01  9.33757723e-01
  9.12647840e-01  9.75063881e-01  5.63357830e-01  4.23089717e-01
  3.85768580e-01 -2.77191379e-01 -5.50509085e-04 -3.18454415e-01
  3.84893012e-01  4.16005225e-01  5.42432269e-01  9.81947440e-01
  9.05875354e-01  9.79081584e-01  5.46540741e-01  4.17438383e-01
  3.85099169e-01  2.70874420e-01  8.42233804e-05  2.34033114e-01
 -6.38608354e-02 -7.84537788e-02  5.27862758e-01  6.54273220e-01]","[1, 1]","[1, 0]"
1,"[ 3.84551131e-01  4.11487529e-01  5.29099645e-01  9.41563589e-01
  9.11828820e-01  9.75699088e-01  5.61151339e-01  4.22408951e-01
  3.85759837e-01 -2.76475322e-01 -5.85155208e-04 -3.23177941e-01
  3.84856598e-01  4.16107184e-01  5.42825109e-01  9.79986235e-01
  9.04374011e-01  9.77790979e-01  5.46139728e-01  4.17333664e-01
  3.85133696e-01  2.69375405e-01  1.19805051e-04  2.34313325e-01
 -6.38608354e-02 -7.84537788e-02  5.27862859e-01  6.54273301e-01]","[1, 1]","[1, 0]"
1,"[ 3.84478571e-01  4.12048996e-01  5.30956454e-01  9.49521726e-01
  9.11022610e-01  9.76350777e-01  5.58969028e-01  4.21736168e-01
  3.85756739e-01 -2.75758919e-01 -6.19951590e-04 -3.27909824e-01
  3.84852619e-01  4.16106085e-01  5.42829569e-01  9.78349028e-01
  9.02870092e-01  9.76172485e-01  5.46135226e-01  4.17334791e-01
  3.85137706e-01  2.67871536e-01  1.23904713e-04  2.35318804e-01
 -6.38608354e-02 -7.84537788e-02  5.27862952e-01  6.54273376e-01]","[1, 1]","[1, 0]"
1,"[ 3.84033341e-01  4.12918163e-01  5.34490963e-01  9.65943581e-01
  9.09813103e-01  9.78244113e-01  5.54915955e-01  4.20689333e-01
  3.86079094e-01 -2.74695012e-01 -1.00379898e-03 -3.35885631e-01
  3.84849886e-01  4.16103931e-01  5.42828233e-01  9.76707796e-01
  9.01357218e-01  9.74538660e-01  5.46136640e-01  4.17337012e-01
  3.85140500e-01  2.66358677e-01  1.26772938e-04  2.36349662e-01
 -6.38608354e-02 -7.84537788e-02  5.27863037e-01  6.54273445e-01]","[1, 1]","[1, 0]"
1,"[ 3.83888380e-01  4.13635364e-01  5.37000180e-01  9.77227952e-01
  9.08859743e-01  9.79286037e-01  5.52168719e-01  4.19890860e-01
  3.86170581e-01 -2.73804945e-01 -1.12210297e-03 -3.41889840e-01
  3.84848315e-01  4.16101261e-01  5.42822962e-01  9.75065715e-01
  8.99839713e-01  9.72895676e-01  5.46142075e-01  4.17339780e-01
  3.85142152e-01  2.64841162e-01  1.28489924e-04  2.37399722e-01
 -6.38608354e-02 -7.84537788e-02  5.27863116e-01  6.54273508e-01]","[1, 1]","[1, 0]"
1,"[ 3.83813176e-01  4.14341260e-01  5.39352242e-01  9.85368265e-01
  9.07955433e-01  9.80173223e-01  5.49672477e-01  4.19135893e-01
  3.86215030e-01 -2.72937004e-01 -1.18199290e-03 -3.47589251e-01
  3.84810525e-01  4.16218694e-01  5.43267690e-01  9.72956263e-01
  8.98235238e-01  9.71530414e-01  5.45690625e-01  4.17220094e-01
  3.85178455e-01  2.63238538e-01  1.65656484e-04  2.37695688e-01
 -6.38608354e-02 -7.84537788e-02  5.27863188e-01  6.54273567e-01]","[1, 1]","[1, 0]"
1,"[ 3.83877133e-01  4.15099544e-01  5.41605139e-01  9.82855313e-01
  9.07151619e-01  9.80934241e-01  5.47348318e-01  4.18353531e-01
  3.86137580e-01 -2.72149141e-01 -1.11133005e-03 -3.53135975e-01
  3.84838833e-01  4.16514333e-01  5.44142681e-01  9.70681613e-01
  8.96706298e-01  9.70494210e-01  5.44810003e-01  4.16922588e-01
  3.85149060e-01  2.61710984e-01  1.36925071e-04  2.37140936e-01
 -6.38608354e-02 -7.84537788e-02  5.27863255e-01  6.54273621e-01]","[1, 1]","[1, 0]"
1,"[ 3.83922960e-01  4.15681058e-01  5.43346170e-01  9.80708064e-01
  9.06330402e-01  9.81302031e-01  5.45589444e-01  4.17766130e-01
  3.86089828e-01 -2.71330209e-01 -1.06457251e-03 -3.57713874e-01
  3.84841954e-01  4.16498702e-01  5.44087151e-01  9.69072554e-01
  8.95179000e-01  9.68797021e-01  5.44865774e-01  4.16938343e-01
  3.85146032e-01  2.60183657e-01  1.33956053e-04  2.38317310e-01
 -6.38608354e-02 -7.84537788e-02  5.27863316e-01  6.54273670e-01]","[1, 1]","[1, 0]"
1,"[ 3.83680532e-01  4.16858563e-01  5.47571560e-01  9.76125340e-01
  9.05209526e-01  9.83485767e-01  5.41465863e-01  4.16624304e-01
  3.86363804e-01 -2.70172373e-01 -1.32272525e-03 -3.66789754e-01
  3.84846444e-01  4.16481844e-01  5.44025023e-01  9.67403108e-01
  8.93590239e-01  9.67027176e-01  5.44928213e-01  4.16955350e-01
  3.85141652e-01  2.58594843e-01  1.29629962e-04  2.39558827e-01
 -6.38608354e-02 -7.84537788e-02  5.27863372e-01  6.54273716e-01]","[1, 1]","[1, 0]"
1,"[ 3.83669010e-01  4.17924331e-01  5.51005678e-01  9.72549604e-01
  9.04203127e-01  9.73783857e-01  5.38253617e-01  4.15635166e-01
  3.86433538e-01 -2.69097743e-01 -1.36326652e-03 -3.74537607e-01
  3.84822965e-01  4.16187227e-01  5.43143860e-01  9.66396529e-01
  8.92082838e-01  9.64771849e-01  5.45816526e-01  4.17252438e-01
  3.85166677e-01  2.57085698e-01  1.53972196e-04  2.42273674e-01
 -6.38608354e-02 -7.84537788e-02  5.27863424e-01  6.54273757e-01]","[1, 0]","[1, 0]"
1,"[ 3.83796322e-01  4.18820349e-01  5.53627361e-01  9.69767917e-01
  9.03226790e-01  9.63875560e-01  5.35867982e-01  4.14820258e-01
  3.86364508e-01 -2.68053205e-01 -1.26504350e-03 -3.80977973e-01
  3.84776172e-01  4.16007592e-01  5.42671941e-01  9.65028304e-01
  8.90543071e-01  9.62808002e-01  5.46295114e-01  4.17434383e-01
  3.85214916e-01  2.55544334e-01  2.01588794e-04  2.44278379e-01
 -6.38608354e-02 -7.84537788e-02  5.27863472e-01  6.54273796e-01]","[1, 0]","[1, 0]"
1,"[ 3.83935105e-01  4.19722012e-01  5.56256033e-01  9.67037521e-01
  9.02267688e-01  9.54294084e-01  5.33535357e-01  4.14020148e-01
  3.86297424e-01 -2.67010343e-01 -1.16205426e-03 -3.87395841e-01
  3.84773860e-01  4.15973147e-01  5.42568247e-01  9.63347046e-01
  8.88923153e-01  9.60982833e-01  5.46400778e-01  4.17469544e-01
  3.85217711e-01  2.53923950e-01  2.04252587e-04  2.45655410e-01
 -6.38608354e-02 -7.84537788e-02  5.27863516e-01  6.54273831e-01]","[1, 0]","[1, 0]"
1,"[ 3.84036836e-01  4.19983709e-01  5.56892061e-01  9.65397505e-01
  9.01053933e-01  9.52220925e-01  5.32971133e-01  4.13782902e-01
  3.86211686e-01 -2.65778178e-01 -1.06840178e-03 -3.90682868e-01
  3.84768855e-01  4.15945312e-01  5.42490703e-01  9.61626521e-01
  8.87287593e-01  9.59162980e-01  5.46479838e-01  4.17497940e-01
  3.85223093e-01  2.52288045e-01  2.09558944e-04  2.47008011e-01
 -6.38608354e-02 -7.84537788e-02  5.27863556e-01  6.54273864e-01]","[1, 0]","[1, 0]"
1,"[ 3.84062728e-01  4.19588030e-01  5.55554147e-01  9.64978691e-01
  8.99771380e-01  9.57314239e-01  5.34133379e-01  4.14118143e-01
  3.86141938e-01 -2.64547117e-01 -1.02076266e-03 -3.90524549e-01
  3.84827859e-01  4.15661557e-01  5.41482831e-01  9.60513100e-01
  8.85517346e-01  9.56449651e-01  5.47515287e-01  4.17791180e-01
  3.85170527e-01  2.50510454e-01  1.53878533e-04  2.50186846e-01
 -6.38608354e-02 -7.84537788e-02  5.27863593e-01  6.54273894e-01]","[1, 0]","[1, 0]"
1,"[ 3.83982211e-01  4.19027188e-01  5.53908379e-01  9.64773695e-01
  8.98583661e-01  9.63361550e-01  5.35598375e-01  4.14616936e-01
  3.86178749e-01 -2.63410559e-01 -1.07957711e-03 -3.89481704e-01
  3.84779253e-01  4.15138438e-01  5.39941063e-01  9.59819989e-01
  8.83870971e-01  9.53590384e-01  5.49117660e-01  4.18335045e-01
  3.85232864e-01  2.48848377e-01  2.09435925e-04  2.54346864e-01
 -6.38608354e-02 -7.84537788e-02  5.27863628e-01  6.54273921e-01]","[1, 0]","[1, 0]"
1,"[ 3.84061652e-01  4.19312695e-01  5.54665344e-01  9.62978372e-01
  8.97329915e-01  9.60693457e-01  5.34917020e-01  4.14357269e-01
  3.86116927e-01 -2.62136482e-01 -1.00901436e-03 -3.93089536e-01
  3.84735983e-01  4.14728281e-01  5.38745619e-01  9.58909288e-01
  8.82253392e-01  9.51011748e-01  5.50377715e-01  4.18767312e-01
  3.85290752e-01  2.47214147e-01  2.60102738e-04  2.57864969e-01
 -6.38608354e-02 -7.84537788e-02  5.27863659e-01  6.54273947e-01]","[1, 0]","[1, 0]"
1,"[ 3.84034364e-01  4.19176406e-01  5.54281737e-01  9.61903709e-01
  8.96104676e-01  9.62082144e-01  5.35260304e-01  4.14479704e-01
  3.86134567e-01 -2.60922654e-01 -1.03157605e-03 -3.94468264e-01
  3.84717763e-01  4.14640791e-01  5.38508594e-01  9.57262639e-01
  8.80593063e-01  9.49066724e-01  5.50628908e-01  4.18859679e-01
  3.85312152e-01  2.45550345e-01  2.80023039e-04  2.59600445e-01
 -6.38608354e-02 -7.84537788e-02  5.27863688e-01  6.54273970e-01]","[1, 0]","[1, 0]"
1,"[ 3.83981569e-01  4.18882314e-01  5.53442180e-01  9.61157556e-01
  8.94912464e-01  9.65165606e-01  5.36015344e-01  4.14744777e-01
  3.86167010e-01 -2.59754239e-01 -1.07430847e-03 -3.94957010e-01
  3.84717091e-01  4.14500128e-01  5.38071721e-01  9.55654171e-01
  8.78814067e-01  9.46829743e-01  5.51095512e-01  4.19010555e-01
  3.85319691e-01  2.43763689e-01  2.84242092e-04  2.61819304e-01
 -6.38608354e-02 -7.84537788e-02  5.27863715e-01  6.54273992e-01]","[1, 0]","[1, 0]"
1,"[ 3.83895887e-01  4.18440225e-01  5.52195538e-01  9.60682867e-01
  8.93736795e-01  9.69780155e-01  5.37148315e-01  4.15147833e-01
  3.86225235e-01 -2.58610536e-01 -1.14638803e-03 -3.94647309e-01
  3.84700221e-01  4.14412908e-01  5.37833195e-01  9.53847967e-01
  8.77005594e-01  9.44723910e-01  5.51350135e-01  4.19103315e-01
  3.85340185e-01  2.41951288e-01  3.03043832e-04  2.63704124e-01
 -6.38608354e-02 -7.84537788e-02  5.27863739e-01  6.54274011e-01]","[1, 0]","[1, 0]"
1,"[ 3.83872641e-01  4.17952190e-01  5.50675581e-01  9.60424693e-01
  8.92521143e-01  9.71757626e-01  5.38542114e-01  4.15592406e-01
  3.86216732e-01 -2.57431730e-01 -1.15391228e-03 -3.94046953e-01
  3.84653448e-01  4.13983630e-01  5.36590101e-01  9.52908698e-01
  8.75332387e-01  9.42059315e-01  5.52689666e-01  4.19565566e-01
  3.85408727e-01  2.40253497e-01  3.60785337e-04  2.67449691e-01
 -6.38608354e-02 -7.84537788e-02  5.27863762e-01  6.54274029e-01]","[1, 0]","[1, 0]"
1,"[ 3.83899379e-01  4.17710287e-01  5.49845431e-01  9.59854107e-01
  8.91418915e-01  9.69928245e-01  5.39310391e-01  4.15812919e-01
  3.86173873e-01 -2.56348181e-01 -1.11923032e-03 -3.94582465e-01
  3.84617494e-01  4.13793122e-01  5.36068916e-01  9.51458177e-01
  8.73675613e-01  9.39931410e-01  5.53255081e-01  4.19771202e-01
  3.85454528e-01  2.38585785e-01  4.01761123e-04  2.69805779e-01
 -6.38608354e-02 -7.84537788e-02  5.27863782e-01  6.54274046e-01]","[1, 0]","[1, 0]"
1,"[ 3.83914588e-01  4.17386139e-01  5.48777691e-01  9.59460706e-01
  8.90333784e-01  9.67957438e-01  5.40310496e-01  4.16113685e-01
  3.86141036e-01 -2.55283417e-01 -1.09532594e-03 -3.94652423e-01
  3.84591238e-01  4.13707791e-01  5.35855330e-01  9.49801005e-01
  8.72032101e-01  9.38033830e-01  5.53486646e-01  4.19862696e-01
  3.85484693e-01  2.36938101e-01  4.30077777e-04  2.71565733e-01
 -6.38608354e-02 -7.84537788e-02  5.27863801e-01  6.54274062e-01]","[1, 0]","[1, 0]"
1,"[ 3.83931520e-01  4.17062441e-01  5.47710417e-01  9.59074281e-01
  8.89251583e-01  9.65988508e-01  5.41322152e-01  4.16418124e-01
  3.86109360e-01 -2.54218204e-01 -1.07113593e-03 -3.94732492e-01
  3.84580746e-01  4.13735001e-01  5.35960064e-01  9.47934113e-01
  8.70400064e-01  9.36365394e-01  5.53371102e-01  4.19831826e-01
  3.85492666e-01  2.35309186e-01  4.39425995e-04  2.72704497e-01
 -6.38608354e-02 -7.84537788e-02  5.27863819e-01  6.54274076e-01]","[1, 0]","[1, 0]"
1,"[ 3.84282537e-01  4.15659495e-01  5.42559698e-01  9.61534489e-01
  8.87733094e-01  9.60217169e-01  5.46383769e-01  4.17789725e-01
  3.85730196e-01 -2.52731912e-01 -7.06281019e-04 -3.88801947e-01
  3.84608282e-01  4.13534114e-01  5.35284240e-01  9.46644943e-01
  8.68725846e-01  9.34043650e-01  5.54116384e-01  4.20056527e-01
  3.85481340e-01  2.33616933e-01  4.20093878e-04  2.75399497e-01
 -6.38608354e-02 -7.84537788e-02  5.27863835e-01  6.54274089e-01]","[1, 0]","[1, 0]"
1,"[ 3.84616210e-01  4.14243078e-01  5.37468912e-01  9.64281881e-01
  8.86444619e-01  9.54727174e-01  5.51716057e-01  4.19288573e-01
  3.85450847e-01 -2.51380604e-01 -3.99927172e-04 -3.82364278e-01
  3.84584947e-01  4.13560740e-01  5.35411901e-01  9.44734614e-01
  8.67082635e-01  9.32393484e-01  5.53973524e-01  4.20024726e-01
  3.85501008e-01  2.31978160e-01  4.41711332e-04  2.76535638e-01
 -6.38608354e-02 -7.84537788e-02  5.27863850e-01  6.54274101e-01]","[1, 0]","[1, 1]"
1,"[ 3.84718972e-01  4.13000204e-01  5.33421314e-01  9.59075752e-01
  8.85310100e-01  9.50390490e-01  5.56185032e-01  4.20675574e-01
  3.85445815e-01 -2.50133604e-01 -3.46145468e-04 -3.77032972e-01
  3.84349118e-01  4.13995508e-01  5.37220412e-01  9.41013058e-01
  8.65122001e-01  9.31834537e-01  5.51984450e-01  4.19528115e-01
  3.85693906e-01  2.30066187e-01  6.56254689e-04  2.74795515e-01
 -6.38608354e-02 -7.84537788e-02  5.27863864e-01  6.54274112e-01]","[1, 0]","[1, 1]"
1,"[ 3.84775713e-01  4.11856233e-01  5.29801044e-01  9.43738682e-01
  8.84246310e-01  9.46479577e-01  5.60360596e-01  4.22009396e-01
  3.85517893e-01 -2.48921969e-01 -3.53898209e-04 -3.72212736e-01
  3.84229103e-01  4.14111394e-01  5.37816084e-01  9.38314093e-01
  8.63156413e-01  9.30268092e-01  5.51337468e-01  4.19394690e-01
  3.85801747e-01  2.28114510e-01  7.70335302e-04  2.75400253e-01
 -6.38608354e-02 -7.84537788e-02  5.27863876e-01  6.54274122e-01]","[1, 0]","[1, 1]"
1,"[ 3.85013701e-01  4.10697187e-01  5.25826282e-01  9.26675414e-01
  8.83050659e-01  9.41957186e-01  5.65190431e-01  4.23460996e-01
  3.85482103e-01 -2.47494853e-01 -2.17172125e-04 -3.67228056e-01
  3.84150786e-01  4.14216327e-01  5.38296937e-01  9.35768472e-01
  8.61211575e-01  9.28596501e-01  5.50820664e-01  4.19277508e-01
  3.85871777e-01  2.26179173e-01  8.44658578e-04  2.76216132e-01
 -6.38608354e-02 -7.84537788e-02  5.27863888e-01  6.54274131e-01]","[1, 0]","[1, 1]"
1,"[ 3.85080951e-01  4.09601335e-01  5.22395283e-01  9.12665588e-01
  8.81890235e-01  9.38045410e-01  5.69521825e-01  4.24864245e-01
  3.85624145e-01 -2.46095610e-01 -2.54630232e-04 -3.62847547e-01
  3.84114933e-01  4.14215279e-01  5.38364081e-01  9.33650805e-01
  8.59341255e-01  9.26663980e-01  5.50747423e-01  4.19276509e-01
  3.85906165e-01  2.24310667e-01  8.79911272e-04  2.77758534e-01
 -6.38608354e-02 -7.84537788e-02  5.27863898e-01  6.54274140e-01]","[1, 0]","[1, 1]"
1,"[ 3.85123603e-01  4.08554955e-01  5.19183681e-01  8.99831878e-01
  8.80795910e-01  9.34384521e-01  5.73733203e-01  4.26251466e-01
  3.85812398e-01 -2.44738496e-01 -3.27414702e-04 -3.58673152e-01
  3.84114647e-01  4.14338075e-01  5.38748095e-01  9.31356815e-01
  8.57486453e-01  9.24938672e-01  5.50341228e-01  4.19146213e-01
  3.85901723e-01  2.22461319e-01  8.77973474e-04  2.78684466e-01
 -6.38608354e-02 -7.84537788e-02  5.27863908e-01  6.54274148e-01]","[1, 0]","[1, 1]"
1,"[ 3.85037251e-01  4.07978473e-01  5.17622753e-01  8.93980642e-01
  8.79694359e-01  9.32108154e-01  5.75803086e-01  4.27000899e-01
  3.86012354e-01 -2.43508693e-01 -4.70437136e-04 -3.57572602e-01
  3.84163920e-01  4.14793224e-01  5.40074748e-01  9.28543867e-01
  8.55730875e-01  9.23940421e-01  5.48952964e-01  4.18670180e-01
  3.85839605e-01  2.20720217e-01  8.22436210e-04  2.77729316e-01
 -6.38608354e-02 -7.84537788e-02  5.27863917e-01  6.54274155e-01]","[1, 0]","[1, 1]"
1,"[ 3.84912972e-01  4.07486592e-01  5.16385583e-01  8.89532454e-01
  8.78534129e-01  9.30056673e-01  5.77448769e-01  4.27631284e-01
  3.86225481e-01 -2.42248838e-01 -6.38944281e-04 -3.57182164e-01
  3.84181658e-01  4.15151077e-01  5.41161883e-01  9.25821092e-01
  8.53921165e-01  9.22739264e-01  5.47828841e-01  4.18299828e-01
  3.85814365e-01  2.18918987e-01  8.01098296e-04  2.77330797e-01
 -6.38608354e-02 -7.84537788e-02  5.27863925e-01  6.54274162e-01]","[1, 0]","[1, 1]"
1,"[ 3.84694427e-01  4.07137443e-01  5.15743012e-01  8.87673969e-01
  8.77246635e-01  9.28425074e-01  5.78256712e-01  4.28035827e-01
  3.86473880e-01 -2.40929243e-01 -8.72138765e-04 -3.58093736e-01
  3.83878182e-01  4.16352199e-01  5.45560246e-01  9.20101891e-01
  8.51773139e-01  9.23810774e-01  5.43418631e-01  4.17095340e-01
  3.86120941e-01  2.16767847e-01  1.10634609e-03  2.71447906e-01
 -6.38608354e-02 -7.84537788e-02  5.27863933e-01  6.54274168e-01]","[1, 0]","[1, 1]"
1,"[ 0.38450866  0.40734506  0.5166941   0.89190401  0.87577738  0.92779078
  0.57688799  0.42768549  0.38655857 -0.23957681 -0.00100737 -0.36271828
  0.38373472  0.41733638  0.54898648  0.91524542  0.84958195  0.9239576
  0.54014198  0.41616314  0.38630589  0.21453115  0.00127069  0.26752115
 -0.06386084 -0.07845378  0.52786394  0.65427417]","[1, 0]","[1, 1]"
